This file was generated by export.m on 31-May-2016 14:53:10
while on branch 'marius' at commit 5493fd1d0.

inpath: C:\Data\Marius\2015\150423\frame20x_Ph_chipI_chan1-1.5h.BTF
dimensions: 1um = 3.099px (20.0x) and 1sec = 20.0frames.
trackParams:
    maxdisp: 11
        mem: 0
        dim: 2
       good: 10
      quiet: 1

filterPreTrack:
    Area: [24.9699 149.8193]

filterPostTrack:
          length: [30 400]
    displacement: [15.4950 Inf]


======================================================================
x	y	time	index	isturn
1022	1361.8	2338	865	0
1020	1366	2339	865	1
1019.9	1366.7	2340	865	1
1020.7	1365.5	2341	865	1
1021.5	1362	2342	865	0
1022.4	1357.7	2343	865	0
1023.6	1353.5	2344	865	0
1025.4	1349.3	2345	865	0
1028.1	1345.5	2346	865	0
1030.4	1341	2347	865	0
1032.7	1337.3	2348	865	0
1035.7	1332.9	2349	865	0
1037.4	1329.8	2350	865	0
1039.5	1327.5	2351	865	0
1042	1324.5	2352	865	0
1044.5	1321.5	2353	865	0
1046.5	1319	2354	865	0
1048.9	1315.4	2355	865	0
1051	1312.4	2356	865	0
1053.1	1309.6	2357	865	0
1055.3	1306.4	2358	865	0
1058.4	1303.2	2359	865	0
1062.2	1301.2	2360	865	0
1065.3	1299.2	2361	865	0
1068.5	1296.3	2362	865	0
1071.7	1293.9	2363	865	0
1075.2	1291.2	2364	865	0
1077.8	1288.8	2365	865	0
1080.3	1285.6	2366	865	0
1083.1	1282.6	2367	865	0
1085.3	1279.2	2368	865	0
1088.8	1275.8	2369	865	0
1091.6	1272.9	2370	865	0
1094.1	1269.4	2371	865	0
1096	1265.4	2372	865	0
1097.3	1262.3	2373	865	0
1098.9	1258.4	2374	865	0
1100.1	1253.6	2375	865	0
1102.4	1249.4	2376	865	0
1105.4	1245.3	2377	865	0
1107.2	1241.5	2378	865	1
1105.6	1244.2	2379	865	0
1102.9	1248	2380	865	0
1100.5	1251.1	2381	865	0
1097.3	1256	2382	865	0
1094.5	1260.9	2383	865	0
1092.6	1266	2384	865	0
1091.4	1272	2385	865	0
1090	1276.7	2386	865	0
1088.2	1281.7	2387	865	0
1087	1286.1	2388	865	0
1086.2	1291.1	2389	865	0
1084.5	1295	2390	865	0
1434.3	282.44	1227	478	0
1431.6	285.33	1228	478	0
1429.1	284.7	1229	478	0
1429	283.37	1230	478	0
1427.9	280.8	1231	478	0
1429.8	278.1	1232	478	0
1431.5	279	1233	478	0
1429.8	280.97	1234	478	0
1428	279	1235	478	0
1429	276	1236	478	0
1429.8	276.85	1237	478	0
1426.5	277.11	1238	478	0
1425.6	275	1239	478	0
1424.7	273.55	1240	478	0
1422.6	272	1241	478	0
1421.8	270.83	1242	478	0
1421.2	269	1243	478	0
1420.6	268.36	1244	478	0
1420.2	266	1245	478	0
1419.1	264.04	1246	478	0
1418.4	263.19	1247	478	0
1417.1	261.59	1248	478	0
1416.1	260.29	1249	478	0
1415.1	258.97	1250	478	1
1413.8	257.61	1251	478	1
1414.7	257	1252	478	0
1418	256.5	1253	478	0
1421.2	254.77	1254	478	0
1422.7	251.39	1255	478	0
1426.7	248.62	1256	478	0
1430.7	245.2	1257	478	0
1434.3	242.12	1258	478	0
1438	239.5	1259	478	0
1442.1	237	1260	478	0
1446.3	233.38	1261	478	0
1450.3	230	1262	478	0
1455	226.89	1263	478	0
